sample_id,text_prompt,category,style,quality_level,color_palette,aspect_ratio,prompt_length,word_count,complexity_score,text_sentiment,text_clarity,text_specificity,image_width,image_height,image_channels,color_depth,noise_level,sharpness_score,brightness,contrast,saturation,hue_variance,edge_density,texture_score,composition_score,aesthetic_score,clip_score,fid_score,inception_score,ssim_score,psnr_score,generation_time_img,gpu_memory_img,inference_steps,guidance_scale,seed_value,video_fps,video_duration,total_frames,video_width,video_height,video_bitrate,compression_ratio,motion_score,temporal_consistency,scene_coherence,transition_type,video_quality_score,optical_flow_score,video_sentiment,generation_time_vid,gpu_memory_vid,model_version,batch_size,learning_rate,epoch_trained,training_loss,validation_loss,perceptual_loss,adversarial_loss,user_rating,expert_rating,human_preference_score,prompt_adherence,creative_score,technical_quality,dataset_split,overall_quality_score,quality_label,quality_class
7822,A realistic city skyline in golden hour,food,cartoon,professional,monochrome,1:1,32,38,0.6406,0.7798,0.5612,0.2379,256,256,4,8,0.1913,0.3106,0.2845,0.9305,0.5478,0.4415,0.8528,0.4936,0.6899,0.9435,0.6469,30.046,7.1317,0.5306,35.4042,13.0825,8.0487,93,11.5646,963757,60,21.87,291,720,1080,7260,0.7627,0.4401,0.7808,0.814,fade,0.6985,0.7373,-0.7182,107.8646,28.2743,v1.5,4,0.0005,18,0.449966,0.397039,0.872651,2.634948,1.02,3.43,0.6839,0.5551,0.4454,0.9847,test,0.7944,1,high
7823,A serene autumn forest under stars,technology,cartoon,medium,dark,9:16,144,12,0.2405,-0.9932,0.7962,0.3106,1920,256,3,8,0.0333,0.9782,0.3355,0.4674,0.4205,0.2498,0.3609,0.2886,0.8238,0.2289,0.4857,190.8009,8.9558,0.9689,42.0935,0.536,23.1778,11,3.7191,85792,24,53.7,1101,1920,480,3734,0.5532,0.8594,0.659,0.4292,pan,0.9801,0.7523,-0.9881,57.84,30.7748,v3.0,4,0.001,156,1.788804,2.350764,1.09314,2.157021,4.87,4.02,0.4541,0.7438,0.9517,0.9899,train,0.5918,0,low
7824,An amazing old castle during storm,fashion,sketch,medium,vibrant,16:9,75,25,0.4896,-0.2425,0.6408,0.4467,1024,1280,3,8,0.4841,0.3961,0.8804,0.5326,0.409,0.8184,0.4917,0.213,0.63,0.8575,0.7158,30.4265,4.7819,0.5879,30.016,21.3239,15.8859,69,3.0476,205895,12,53.75,1061,720,480,9245,0.7061,0.1375,0.8901,0.6719,none,0.8027,0.1077,0.6026,98.7691,36.0116,v2.0,1,5e-05,465,1.442931,0.62603,0.707679,1.315517,3.47,3.02,0.4503,0.7225,0.3301,0.7835,train,0.7789,1,high
7825,A serene desert dunes at dawn,sports,modern,low,vibrant,9:16,192,35,0.6097,-0.9755,0.6009,0.1071,1920,1024,3,16,0.1156,0.7536,0.4895,0.3879,0.1651,0.2742,0.7396,0.7644,0.6147,0.6823,0.7999,154.3088,2.6239,0.7844,26.364,1.2776,21.9731,40,18.45,757412,30,59.97,1669,480,720,4865,0.7593,0.498,0.5978,0.6701,pan,0.4875,0.551,0.6925,81.2842,34.0721,v3.0,2,5e-05,451,0.331737,1.04532,0.825106,2.53971,2.33,4.78,0.2705,0.6712,0.9243,0.3732,train,0.6641,0,medium
7826,A colorful forest scene in morning light,nature,vintage,ultra,monochrome,4:3,59,27,0.5592,-0.2707,0.8207,0.7715,1024,512,4,8,0.3328,0.8659,0.4815,0.4237,0.3301,0.2092,0.7305,0.6745,0.4035,0.2272,0.9175,64.1342,2.4844,0.7243,35.3519,26.987,5.2965,37,2.35,239011,30,2.77,897,1920,1080,7800,0.7566,0.8163,0.7559,0.4512,fade,0.6911,0.7967,0.3551,47.3895,8.8784,v1.0,1,0.0005,359,0.79973,0.850233,0.716218,1.301793,3.91,1.55,0.1798,0.9737,0.8893,0.7438,train,0.6921,1,medium
7827,An amazing night sky in blue hour,portrait,photorealistic,professional,vibrant,1:1,122,15,0.6171,-0.0167,0.8752,0.7964,1920,256,3,8,0.2965,0.3762,0.2541,0.7933,0.2832,0.7055,0.8601,0.7313,0.8714,0.7906,0.5781,144.9243,4.6905,0.5156,22.5935,0.5281,5.1011,53,17.7754,329823,30,37.49,916,720,720,2609,0.3249,0.1904,0.6424,0.6059,none,0.9191,0.4376,0.3702,68.3367,25.028,v3.0,4,5e-05,140,1.031336,0.885509,1.422842,0.836411,1.78,1.08,0.4895,0.6735,0.6439,0.8904,train,0.682,1,medium
7828,A stunning desert dunes in morning light,technology,photorealistic,professional,neutral,21:9,178,20,0.6962,0.0595,0.7636,0.4301,256,512,3,8,0.0832,0.6996,0.5138,0.4028,0.6688,0.8231,0.6388,0.3252,0.4104,0.2611,0.6374,37.0529,4.1448,0.5076,40.6428,27.3889,17.3455,27,6.9378,910600,12,53.67,1690,1920,480,7881,0.5782,0.8094,0.921,0.4035,cut,0.8531,0.6793,0.5291,282.4044,23.2483,v2.0,16,0.001,443,1.757244,2.463172,1.485416,1.641038,3.08,2.01,0.1515,0.5638,0.3237,0.4251,train,0.4991,0,very_low
7829,A colorful futuristic city during eclipse,food,digital_art,high,warm,3:2,123,31,0.4414,-0.2881,0.66,0.8183,512,768,3,8,0.1048,0.9736,0.6612,0.9913,0.2521,0.2452,0.8932,0.2924,0.389,0.8441,0.7629,140.7058,7.72,0.6679,40.9037,9.0521,1.8564,52,8.8979,551071,24,55.25,915,1920,480,1202,0.3349,0.0954,0.7081,0.9148,none,0.5338,0.5077,-0.9088,152.8852,29.2355,v1.0,8,0.0001,402,1.054049,0.475567,0.918215,0.746901,1.21,4.07,0.1061,0.6894,0.6276,0.8558,train,0.7974,1,high
7830,A dramatic forest scene at dawn,technology,cartoon,medium,cool,21:9,51,11,0.1573,0.4506,0.7563,0.3563,512,1080,3,8,0.4701,0.9365,0.7183,0.9603,0.7294,0.1516,0.3447,0.5646,0.8402,0.809,0.8537,85.3345,2.3175,0.5702,38.477,1.1556,18.3185,24,7.4214,778021,30,53.35,1191,720,480,9262,0.7141,0.9201,0.9587,0.9738,none,0.9706,0.694,0.9401,36.4504,25.6622,v1.5,4,0.001,217,1.452587,2.443322,0.085532,1.804504,1.18,4.07,0.8483,0.9182,0.4157,0.517,train,0.8109,1,high
7831,A vibrant forest scene during storm,technology,digital_art,medium,warm,9:16,148,28,0.15,-0.1688,0.7999,0.9871,256,256,3,8,0.4982,0.4916,0.4608,0.3479,0.6874,0.5428,0.2428,0.3579,0.9824,0.2731,0.9615,119.4456,3.8525,0.951,45.8034,16.0164,2.6971,42,1.6641,591937,30,9.75,1367,720,720,5645,0.6377,0.3479,0.5744,0.45,none,0.7967,0.5816,0.5696,181.667,39.2855,v1.0,4,0.0005,317,0.798562,1.49056,0.198365,2.948847,2.39,4.29,0.4681,0.8683,0.8715,0.3739,train,0.6129,0,low
7832,A stunning urban street in golden hour,nature,modern,low,vibrant,3:2,54,36,0.8728,0.0343,0.5259,0.458,1920,1080,3,8,0.1834,0.9729,0.8687,0.8526,0.5293,0.4122,0.1629,0.5489,0.4219,0.2558,0.9639,191.6764,6.0674,0.9674,33.3696,3.2707,10.2893,49,19.046,327922,12,40.38,1200,720,480,8226,0.3859,0.4814,0.5267,0.8172,zoom,0.9494,0.7286,-0.1207,227.4671,5.1586,v2.1,1,0.0005,426,1.195157,0.802055,1.041855,1.823851,1.02,2.14,0.349,0.9019,0.8246,0.7549,train,0.6741,0,medium
7833,A realistic night sky during eclipse,portrait,cartoon,low,neutral,4:3,55,39,0.7097,0.6002,0.7219,0.7019,1920,768,3,8,0.2502,0.9747,0.5229,0.5646,0.1144,0.891,0.7122,0.8342,0.6098,0.2425,0.5712,26.4671,6.7976,0.735,44.5659,3.2297,1.0613,20,16.9347,995399,12,50.19,1039,1080,360,6289,0.2199,0.0797,0.9256,0.7082,fade,0.378,0.678,-0.5453,166.4059,14.9273,v2.1,8,0.0001,252,1.058014,0.41253,1.003971,2.804496,3.73,3.01,0.6796,0.5896,0.8668,0.9779,validation,0.6421,0,medium
7834,An amazing autumn forest at sunset,animals,cartoon,low,neutral,9:16,111,35,0.7878,-0.6514,0.7992,0.3902,768,512,3,8,0.2598,0.6185,0.5407,0.865,0.4376,0.2922,0.1965,0.3637,0.3411,0.5229,0.5952,87.3791,1.7646,0.8421,37.5663,14.9013,10.9289,72,9.2794,673678,24,4.36,1009,1920,720,4235,0.1214,0.1843,0.6306,0.4801,cut,0.5894,0.1242,0.2909,89.9175,31.6562,v1.0,1,0.001,459,0.907025,1.066392,1.315596,1.25967,1.53,3.57,0.3436,0.6701,0.4668,0.4486,test,0.5794,0,low
7835,A vibrant futuristic city in rain,architecture,artistic,high,warm,21:9,85,33,0.9359,-0.3582,0.5647,0.5057,768,256,3,8,0.0631,0.4096,0.6614,0.3464,0.2064,0.705,0.6727,0.4791,0.9791,0.2013,0.9736,9.4201,1.1009,0.6384,37.1119,20.1051,3.8706,73,7.1072,899313,30,23.48,1198,1080,1080,6404,0.7174,0.3121,0.9444,0.5286,dissolve,0.6046,0.7619,0.0036,47.0546,34.467,v1.5,8,5e-05,13,0.338407,0.062059,1.019942,0.132399,4.52,2.12,0.4522,0.8825,0.3754,0.6684,train,0.7238,1,medium
7836,A vibrant canyon view during storm,fashion,cinematic,ultra,cool,4:3,48,8,0.7755,0.0429,0.7244,0.6806,1920,256,3,8,0.4869,0.3463,0.2857,0.737,0.8232,0.9614,0.8089,0.8134,0.7552,0.4305,0.637,5.178,9.5333,0.9305,30.4827,20.7504,9.6539,93,11.8517,727474,30,57.92,467,1080,720,1523,0.8931,0.0076,0.6625,0.808,pan,0.8162,0.4406,-0.1533,43.3655,27.7181,v3.0,4,0.0001,92,1.137213,2.447379,1.264265,0.414096,1.55,4.19,0.6235,0.8513,0.9256,0.9514,train,0.6744,0,medium
7837,An amazing waterfall in blue hour,portrait,photorealistic,low,monochrome,3:2,190,39,0.7231,0.5352,0.6734,0.4128,1920,1024,3,16,0.1528,0.6149,0.6675,0.802,0.8687,0.5712,0.7382,0.5242,0.8877,0.4821,0.686,91.6076,9.8923,0.7543,36.0776,1.7517,8.2319,39,4.5209,303245,12,41.19,1256,1080,480,4205,0.4446,0.1663,0.5164,0.4955,none,0.8517,0.7105,-0.5687,87.4104,27.6542,v2.1,1,0.0001,247,1.784387,0.393065,1.228921,2.833081,1.63,2.24,0.2779,0.8358,0.3126,0.5504,train,0.5957,0,low
7838,A realistic old castle under stars,sports,modern,low,monochrome,4:3,176,15,0.6902,-0.1493,0.9339,0.6909,512,1024,3,16,0.2195,0.6764,0.4546,0.8927,0.139,0.2304,0.5756,0.6574,0.6559,0.7708,0.4357,161.8497,4.1926,0.7815,36.0824,21.991,14.6549,34,18.4464,923084,60,30.08,882,1080,720,9012,0.7482,0.5587,0.9613,0.4474,cut,0.5532,0.8419,0.6635,222.4855,9.3319,v2.1,1,0.001,113,0.60766,1.240074,1.47429,1.168993,1.55,1.27,0.7806,0.9121,0.2408,0.9319,test,0.7344,1,medium
7839,A realistic autumn forest at sunset,technology,oil_painting,low,vibrant,4:3,62,38,0.3327,-0.8545,0.7447,0.2314,512,256,3,8,0.4407,0.4814,0.2197,0.922,0.5301,0.4925,0.8559,0.3677,0.7936,0.4876,0.8186,166.8239,3.4062,0.6507,48.6664,20.9113,18.104,20,12.6172,433809,12,34.18,1783,1080,480,2896,0.5775,0.112,0.7508,0.6517,dissolve,0.926,0.8854,0.0259,148.9459,28.2835,v2.1,4,0.001,318,0.833739,1.176458,1.405043,0.322892,4.08,3.9,0.1374,0.528,0.4578,0.6708,validation,0.6316,0,low
7840,A realistic tropical beach in blue hour,animals,oil_painting,high,neutral,4:3,38,19,0.9616,0.9777,0.7131,0.5354,256,768,1,8,0.3513,0.3024,0.7455,0.3077,0.7708,0.7998,0.7587,0.8961,0.6325,0.6423,0.8952,10.7638,7.7979,0.5771,28.5964,11.3358,21.4559,11,2.2804,888526,24,55.25,1143,720,1080,3803,0.3971,0.9361,0.753,0.8408,cut,0.6221,0.6872,-0.4938,278.2379,24.0246,v1.5,1,5e-05,448,0.781376,0.540482,0.147909,2.854101,3.91,3.13,0.8083,0.8443,0.2126,0.5757,test,0.7585,1,high
7841,A stunning mountain landscape during eclipse,nature,vintage,professional,vibrant,16:9,140,18,0.5878,0.4158,0.6219,0.3456,1280,1280,3,8,0.1479,0.3952,0.8575,0.823,0.3787,0.6424,0.1418,0.4583,0.6253,0.4829,0.9942,155.9033,4.8018,0.9907,38.3247,2.9889,15.5105,29,15.5072,642015,12,10.52,1733,480,720,9686,0.7815,0.1279,0.7353,0.4777,zoom,0.3518,0.8586,0.7322,153.0884,45.1864,v1.0,4,1e-05,225,1.504556,2.136753,0.655516,0.060639,4.58,2.18,0.1505,0.7958,0.7676,0.4197,test,0.6562,0,medium
7842,A stunning forest scene in rain,abstract,watercolor,ultra,vibrant,16:9,117,25,0.2999,0.4455,0.9787,0.928,1024,768,1,8,0.0318,0.4686,0.6023,0.4025,0.5854,0.5458,0.4015,0.571,0.7346,0.4115,0.8627,59.4977,9.9555,0.8962,47.1934,7.2666,4.5764,68,5.3287,48031,24,7.73,91,1920,720,9994,0.1724,0.0641,0.9957,0.598,none,0.4742,0.1657,-0.4175,204.7773,27.1856,v3.0,4,5e-05,286,0.426816,0.934925,1.120895,1.976748,3.22,3.07,0.4865,0.91,0.3572,0.7221,validation,0.7743,1,high
7843,A serene waterfall at sunset,fashion,modern,professional,dark,9:16,50,11,0.2888,-0.0698,0.9806,0.8422,512,1024,3,8,0.0677,0.5188,0.4541,0.6744,0.8441,0.0139,0.2118,0.3579,0.8008,0.9303,0.4265,62.7944,5.8115,0.5712,43.4433,19.7202,18.5987,95,7.7311,431402,30,30.97,1032,1920,480,8568,0.2761,0.671,0.6054,0.6829,cut,0.6813,0.3236,0.5033,68.0275,41.9584,v1.0,8,5e-05,48,1.340264,0.411828,0.085805,1.513589,2.12,4.4,0.9662,0.732,0.7126,0.7677,train,0.7275,1,medium
7844,A colorful mountain landscape at sunset,fashion,watercolor,medium,vibrant,4:3,120,21,0.8337,0.0941,0.6834,0.5387,1920,1024,4,8,0.1953,0.5912,0.6875,0.5599,0.4741,0.7119,0.3936,0.3659,0.9156,0.4159,0.8446,127.6665,4.9933,0.9629,48.2542,3.711,19.6927,24,10.4974,680050,24,9.89,1130,1080,480,1586,0.4332,0.8088,0.7581,0.4453,dissolve,0.8231,0.3159,0.3381,202.8746,26.1784,v1.5,4,1e-05,132,1.96579,0.685416,1.367825,1.019566,4.33,1.28,0.6154,0.5916,0.6743,0.3604,train,0.5822,0,low
7845,An amazing old castle at dawn,architecture,artistic,medium,pastel,21:9,38,22,0.3252,0.9881,0.9645,0.5084,512,1280,3,8,0.2219,0.8023,0.8335,0.4568,0.2278,0.8227,0.6707,0.5502,0.7921,0.8877,0.4211,74.5338,1.5772,0.5042,49.7873,2.857,8.4723,44,5.6337,889894,12,39.61,1368,480,720,5605,0.1317,0.8242,0.9075,0.5552,fade,0.3565,0.84,0.5582,122.8156,40.8678,v3.0,16,0.0001,181,1.7652,0.855649,0.557059,2.248123,2.74,1.89,0.2752,0.7937,0.7372,0.3807,test,0.6727,0,medium
7846,A detailed canyon view in rain,abstract,oil_painting,low,dark,4:3,48,18,0.1373,0.1902,0.8093,0.8506,1280,1024,3,8,0.2401,0.848,0.4205,0.5122,0.9301,0.2009,0.2194,0.3564,0.931,0.8752,0.807,71.0436,9.1542,0.967,24.3345,11.9122,10.4497,68,11.4409,991374,30,35.73,274,720,720,3407,0.1351,0.0904,0.6675,0.7823,none,0.7949,0.3019,-0.9176,184.2202,40.0144,v2.0,16,0.0005,194,0.795137,0.357746,0.932208,1.118418,4.82,3.18,0.5791,0.7414,0.5788,0.8941,train,0.8221,1,high
7847,A dramatic desert dunes at sunset,food,modern,professional,vibrant,4:3,92,33,0.4856,-0.5621,0.8905,0.7214,768,1024,3,8,0.033,0.5452,0.5927,0.4826,0.4536,0.6143,0.7175,0.9946,0.4616,0.7296,0.5945,73.8816,9.8543,0.9125,36.6402,13.5458,6.4318,77,11.4095,97698,30,20.26,1327,1080,1080,2795,0.2704,0.0604,0.7428,0.8441,cut,0.411,0.6149,0.1891,204.9283,4.6607,v1.5,2,0.001,99,1.347479,1.840841,0.360463,1.975822,2.79,2.29,0.1056,0.5756,0.9271,0.436,train,0.6331,0,low
7848,A serene forest scene in fog,abstract,cartoon,high,vibrant,16:9,154,14,0.8356,0.9288,0.5449,0.715,1024,1080,3,8,0.0198,0.9441,0.3684,0.4588,0.4181,0.263,0.3838,0.6497,0.4829,0.6457,0.5037,163.8616,7.8392,0.6838,42.5375,8.6408,15.328,78,15.4756,850092,24,21.33,962,720,1080,631,0.5631,0.9796,0.8823,0.4251,dissolve,0.8993,0.3435,-0.2184,133.1879,10.0919,v1.0,8,0.001,192,1.461864,0.058123,0.976788,1.594117,3.55,2.65,0.5831,0.7099,0.7855,0.671,validation,0.6412,0,medium
7849,A stunning desert dunes in golden hour,technology,cinematic,ultra,cool,3:2,95,21,0.473,0.0755,0.5107,0.5934,1280,512,3,16,0.3117,0.4229,0.6497,0.7558,0.6497,0.0397,0.4886,0.2501,0.4636,0.9318,0.5969,26.4031,4.921,0.5415,28.2245,25.9863,6.6903,60,1.4251,250119,24,43.55,1524,720,720,7641,0.8468,0.7186,0.6207,0.4745,wipe,0.477,0.5932,-0.7938,157.3706,5.6232,v1.5,4,0.0001,431,1.62652,0.137731,0.399614,2.761895,1.73,2.91,0.4929,0.6387,0.6309,0.765,train,0.6628,0,medium
7850,A stunning night sky during storm,technology,sketch,professional,monochrome,4:3,198,36,0.8232,-0.9587,0.757,0.8761,256,1280,3,8,0.081,0.526,0.7533,0.5421,0.8458,0.7367,0.3685,0.2729,0.3731,0.2039,0.7329,87.5037,5.2432,0.9096,23.6778,3.6608,9.1661,92,4.996,851622,24,14.65,167,1920,360,2811,0.7802,0.9684,0.7768,0.4411,cut,0.441,0.3969,0.5892,40.9245,13.504,v2.0,4,5e-05,496,1.43634,2.258196,0.886599,1.538505,2.73,4.69,0.0152,0.5165,0.5308,0.5016,test,0.519,0,very_low
7851,A dynamic urban street in rain,technology,cinematic,professional,dark,1:1,101,24,0.8445,0.1467,0.538,0.2705,768,1024,3,16,0.3279,0.3992,0.3496,0.9258,0.9713,0.6259,0.8799,0.5695,0.7111,0.5693,0.7379,73.4623,7.2704,0.9929,41.8738,19.2987,6.4253,58,1.8701,372698,24,8.45,432,1080,360,3812,0.2956,0.6864,0.5857,0.8311,dissolve,0.7566,0.2817,-0.2909,144.7608,41.2605,v3.0,8,0.0005,50,0.510478,1.755131,0.172331,1.71885,4.09,4.02,0.1466,0.8564,0.9615,0.4741,validation,0.6902,1,medium
7852,A vibrant mountain landscape at sunset,technology,vintage,ultra,monochrome,9:16,69,21,0.8719,-0.859,0.9459,0.8757,1024,1080,3,16,0.0751,0.7707,0.5883,0.6782,0.6726,0.7609,0.384,0.2406,0.5753,0.675,0.9407,134.6157,3.1259,0.8352,40.1678,14.9088,3.2297,83,13.0046,44253,12,45.56,1293,1080,480,1613,0.3297,0.1795,0.8732,0.8366,cut,0.5642,0.3878,0.2537,17.9764,35.2659,v1.5,2,1e-05,458,0.053854,1.413046,1.455691,0.033514,2.72,3.88,0.8132,0.8845,0.8271,0.9363,train,0.8412,1,high
7853,An amazing autumn forest in blue hour,portrait,oil_painting,professional,dark,16:9,168,11,0.63,0.0552,0.9101,0.5687,768,1080,4,8,0.2745,0.453,0.325,0.6628,0.4102,0.2172,0.2632,0.7973,0.7235,0.3672,0.5925,59.0984,7.0024,0.5946,47.4426,12.7015,13.2765,95,17.7025,860584,24,22.83,892,1920,720,8174,0.5079,0.709,0.5942,0.4108,dissolve,0.7378,0.4447,-0.8632,140.6053,27.9373,v2.1,16,0.001,77,1.364972,1.249517,0.258305,1.623004,2.2,1.3,0.7876,0.5638,0.6909,0.7952,validation,0.546,0,low
7854,A dynamic forest scene during storm,fashion,digital_art,professional,cool,3:2,156,34,0.7295,0.6507,0.8574,0.6592,1280,768,3,32,0.1371,0.7766,0.5317,0.9469,0.4946,0.9599,0.424,0.7659,0.6668,0.5345,0.588,137.1209,2.1182,0.6553,27.6944,24.8396,9.9402,94,11.9777,358333,24,13.06,1225,480,1080,9854,0.857,0.4573,0.5083,0.7672,zoom,0.9571,0.2936,0.7654,135.0315,13.7496,v2.0,4,0.0005,440,1.041633,0.131879,0.751008,0.463746,3.92,2.19,0.5255,0.6434,0.2277,0.574,validation,0.5892,0,low
7855,A vibrant futuristic city in golden hour,abstract,digital_art,ultra,pastel,1:1,181,14,0.3357,0.0777,0.5157,0.9662,1024,1024,3,8,0.1007,0.3287,0.6728,0.9145,0.7155,0.7959,0.6793,0.8051,0.7042,0.8269,0.7218,134.2343,9.6616,0.7102,49.9655,6.5108,23.2122,68,11.0412,647976,12,59.71,1718,720,720,8463,0.4372,0.3049,0.949,0.4634,pan,0.7255,0.1483,0.5719,211.2944,44.9025,v3.0,2,0.001,306,0.602617,0.734525,1.464102,1.858891,2.27,3.67,0.3323,0.5858,0.5724,0.6757,test,0.7077,1,medium
7856,A detailed city skyline during storm,fashion,sketch,high,dark,4:3,53,36,0.1897,-0.2531,0.7292,0.4821,512,256,3,8,0.1104,0.4451,0.2229,0.32,0.9708,0.3799,0.5168,0.8024,0.5473,0.9756,0.9972,157.6121,8.6103,0.6476,40.6769,28.1688,16.3505,74,19.7179,488039,60,11.36,1797,720,720,5310,0.7565,0.0651,0.9766,0.7582,zoom,0.7537,0.3818,0.4083,61.9665,4.784,v2.0,4,1e-05,272,0.919281,1.969942,1.102886,2.291779,4.29,3.5,0.1691,0.8841,0.8201,0.8385,train,0.9332,1,very_high
7857,A dramatic city skyline at dawn,sports,oil_painting,ultra,pastel,21:9,66,30,0.5795,0.7652,0.539,0.7012,256,1280,1,32,0.2138,0.6374,0.72,0.7261,0.9854,0.6397,0.4675,0.3469,0.4395,0.9091,0.5038,96.9089,3.857,0.7881,44.9343,3.831,23.312,83,14.6338,873586,24,29.34,1300,720,720,7413,0.6253,0.5504,0.5675,0.8121,cut,0.8228,0.9187,-0.0683,203.8053,39.1902,v2.1,16,0.0001,407,1.812764,0.377528,1.444606,2.610716,4.95,4.36,0.2601,0.6823,0.9653,0.6834,train,0.683,1,medium
7858,A dynamic canyon view in rain,abstract,modern,low,vibrant,21:9,43,21,0.1095,0.8552,0.9643,0.5699,768,1080,3,8,0.2702,0.8434,0.4495,0.725,0.7026,0.7486,0.3424,0.915,0.7783,0.3135,0.9261,54.7678,6.8025,0.9163,48.3959,14.9218,9.8028,37,18.6671,812326,12,29.48,1672,720,720,905,0.2075,0.259,0.862,0.6338,none,0.8035,0.1295,0.2303,165.1002,9.196,v2.1,4,0.0001,407,0.346409,0.574832,0.484844,0.504503,1.2,4.85,0.4227,0.8781,0.696,0.4222,train,0.6817,1,medium
7859,A beautiful autumn forest in morning light,portrait,cartoon,low,neutral,16:9,99,5,0.5192,-0.305,0.8063,0.9384,1920,1080,3,8,0.4124,0.4111,0.5933,0.947,0.4259,0.2545,0.7885,0.8694,0.7959,0.4516,0.6996,144.1284,9.5897,0.8532,41.9767,4.483,5.0994,11,12.1242,931251,24,41.89,825,1080,720,5805,0.1151,0.5998,0.8202,0.9288,fade,0.7772,0.8892,0.0841,299.0182,11.3031,v2.1,2,0.0001,253,1.541064,0.920366,0.283307,2.97945,4.03,1.69,0.5971,0.7208,0.5058,0.8673,train,0.7068,1,medium
7860,A beautiful flower garden in rain,sports,vintage,low,neutral,4:3,47,30,0.1919,-0.0021,0.5783,0.5389,256,768,3,8,0.3636,0.4496,0.5252,0.7993,0.4921,0.1607,0.1977,0.6304,0.9529,0.8204,0.9114,35.7394,3.7803,0.7487,33.1162,22.8881,20.4786,41,19.3707,219093,24,31.95,1049,1920,1080,4644,0.1748,0.7106,0.5336,0.6634,cut,0.8503,0.3972,0.1631,254.5408,42.3911,v1.0,4,0.0005,166,1.109791,2.35415,0.97289,2.834199,2.83,1.29,0.1044,0.7637,0.5445,0.6845,train,0.7883,1,high
7861,A dynamic old castle at sunset,fashion,digital_art,low,warm,9:16,193,34,0.1976,0.9658,0.7803,0.3305,768,1080,3,16,0.1059,0.7267,0.7454,0.6133,0.944,0.7316,0.5978,0.3988,0.4823,0.6556,0.8795,186.9802,3.7457,0.9241,35.1521,1.8346,11.3279,87,15.6422,732479,24,24.03,936,1080,1080,1615,0.5796,0.8817,0.7347,0.9887,zoom,0.5615,0.9486,-0.1847,203.2305,44.5831,v1.5,16,0.0005,401,0.488123,2.44516,1.345477,1.091626,3.81,1.71,0.8997,0.5409,0.3334,0.919,train,0.7531,1,high
7862,An amazing city skyline during eclipse,sports,sketch,medium,neutral,16:9,70,13,0.8837,-0.6438,0.5593,0.5345,768,256,3,16,0.2174,0.8714,0.7199,0.3378,0.7563,0.5251,0.6331,0.9229,0.8858,0.8901,0.817,88.4364,5.2626,0.9687,32.51,13.0199,19.635,50,13.006,207336,24,46.85,1482,1080,480,3588,0.5703,0.6975,0.5052,0.8803,pan,0.4933,0.5789,-0.7594,182.7119,30.2795,v2.1,2,5e-05,40,0.902277,0.621051,0.235169,2.807021,4.64,3.52,0.9151,0.8391,0.5066,0.8264,train,0.7897,1,high
7863,A realistic mountain landscape during eclipse,architecture,cinematic,high,neutral,1:1,130,37,0.6765,-0.4037,0.5728,0.9251,1920,256,4,32,0.0159,0.693,0.2018,0.3601,0.4048,0.8887,0.1703,0.8141,0.3221,0.8296,0.4059,102.3549,2.8213,0.5354,40.6032,9.9118,17.6418,26,2.8381,459418,60,53.93,1689,1080,480,1237,0.1353,0.4223,0.7396,0.8254,none,0.4526,0.3493,0.4303,281.9687,47.4846,v2.1,16,0.001,204,1.593563,0.319376,1.231971,1.3545,4.33,4.24,0.7444,0.5068,0.6755,0.8034,test,0.6804,0,medium
7864,A stunning waterfall in golden hour,sports,cartoon,medium,cool,21:9,25,30,0.6807,-0.1432,0.5405,0.5506,768,512,3,8,0.285,0.7309,0.3025,0.6263,0.5639,0.0684,0.347,0.2039,0.3319,0.7379,0.7059,109.0536,9.3028,0.5789,31.1227,5.2292,5.0306,45,5.1368,476489,24,49.81,691,480,1080,4451,0.7361,0.4664,0.5984,0.6268,cut,0.7858,0.4868,0.6789,215.0242,25.7093,v1.0,8,5e-05,129,1.902096,2.25563,1.054751,1.493959,2.16,1.05,0.3167,0.7863,0.8775,0.9212,test,0.7484,1,high
7865,An amazing waterfall in morning light,abstract,digital_art,professional,warm,3:2,137,14,0.464,-0.7982,0.9359,0.2315,256,512,3,32,0.352,0.9863,0.3674,0.9885,0.5371,0.9566,0.8261,0.5166,0.7566,0.4779,0.7121,92.88,1.6083,0.8314,25.9718,5.1139,11.72,54,15.1916,377898,24,12.18,628,720,360,3433,0.169,0.6753,0.6125,0.5121,pan,0.5528,0.8066,-0.2046,78.5596,21.2519,v3.0,4,0.001,180,1.944994,0.785792,0.852812,0.626063,4.64,2.1,0.4186,0.6419,0.6614,0.4956,train,0.5677,0,low
7866,A realistic forest scene at dawn,technology,cinematic,professional,monochrome,3:2,72,36,0.4719,-0.4559,0.7728,0.5874,512,768,4,8,0.3712,0.8557,0.5595,0.9939,0.8594,0.3032,0.3935,0.5005,0.4188,0.626,0.7288,137.1551,9.5985,0.9156,31.782,1.1322,16.3185,10,4.0848,75231,24,31.55,1769,1080,480,6975,0.4943,0.4592,0.6592,0.7087,pan,0.7404,0.9813,0.9476,176.4406,20.378,v2.1,1,1e-05,80,0.815445,2.156741,1.498657,0.021277,2.5,3.71,0.6913,0.6826,0.9399,0.6686,test,0.6726,0,medium
